"id","name_company","inn_company","mail_company","tel_company","kpp_company","ogrn_company","registration_date_start","registration_date_end","adress_company","adress_index_company","boss_company"
118,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПАССАЖИРСКИЕ ПЕРЕВОЗКИ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОЯБРЬСК","8905028448","muppp89@yandex.ru","73496354511","890501001","1028900709892","11.01.2019","11.01.2022","629811, АО ЯМАЛО-НЕНЕЦКИЙ, Г НОЯБРЬСК, ТЕР ПРОМУЗЕЛ ПЕЛЕЙ, ПАНЕЛЬ X, ПРОЕЗД 4,",629811,"ХАРЧЕНКО ОЛЕГ ВАЛЕРИЕВИЧ"
119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ИНИШИТИВ РУС»","7704231173","Ekaterina.Podlesskikh@mbww.ru","74957753601","772601001","1027739151230","11.01.2019","11.01.2022","117105, Г МОСКВА, Ш ВАРШАВСКОЕ, ДОМ 17, ОФИС 317",117105,"None"
120,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФКАДАСТР""","6027162560","profkadastr@mail.ru","78112605625","602701001","1156027003406","11.01.2019","11.01.2022","180017, ОБЛ ПСКОВСКАЯ, Г ПСКОВ, УЛ СОВЕТСКАЯ, ДОМ 56/2, ПОМЕЩЕНИЕ 1001",180017,"ТИХОМИРОВ АЛЕКСАНДР ВАСИЛЬЕВИЧ"
121,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРКОЛОР""","7816382685","rockzona@rambler.ru","79219091420","781601001","1067847228020","11.01.2019","11.01.2022","192102, Г САНКТ-ПЕТЕРБУРГ, УЛ САЛОВА, ДОМ 57, КОРПУС 5 ЛИТЕР А, ПОМЕЩЕНИЕ 1Н:20, 21",192102,"ТРОИЦКИЙ СЕРГЕЙ АЛЕКСАНДРОВИЧ"
122,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТИМЕКС""","2635122083","optemeks@yandex.ru","79624487007","263501001","1092635001227","11.01.2019","11.01.2022","355042, КРАЙ СТАВРОПОЛЬСКИЙ, Г СТАВРОПОЛЬ, ПРОЕЗД 2 ЮГО-ЗАПАДНЫЙ, ДОМ 2Г, ОФИС 37",355042,"СОТНИКОВА НАТАЛЬЯ МИХАЙЛОВНА"
123,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕЖРЕГИОНАЛЬНАЯ СПЕЦИАЛИЗИРОВАННАЯ ОРГАНИЗАЦИЯ ""ЦЕННЫЙ СОВЕТНИК""","5836673022","info@censovet.ru","78412233193","583701001","1155836002948","11.01.2019","11.01.2022","440046, ОБЛ ПЕНЗЕНСКАЯ, Г ПЕНЗА, УЛ ПОПОВА, СТР 36, КОМНАТА 22",440046,"МАКАРОВ ВИТАЛИЙ ВЛАДИМИРОВИЧ"
124,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ ТЕХМЕД""","4025082531","kptexmed@gmail.com","74843928515","402501001","1054002520065","12.01.2019","12.01.2022","249033,  ОБЛ КАЛУЖСКАЯ40,  Г ОБНИНСК,  УЛ БЛОХИНЦЕВА,  ДОМ 12,  ПОМЕЩЕНИЕ 17",249033,"ПАЛАМАРЧУК ОЛЕГ ПАВЛОВИЧ"
125,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДМ-ЭКСПЕРТ""","7724420740","info@dm-expert.ru","74994904628","771701001","5177746010437","11.01.2019","11.01.2022","129085, Г. МОСКВА, УЛ. БОЛЬШАЯ МАРЬИНСКАЯ, Д. 10, ЭТАЖ 1 ПОМЕЩ. 3",129085,"None"
126,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЕС-КОНСАЛТ""","3905604759","etp1063@eltox.ru","74012777880","390601001","1083925034820","11.01.2019","11.01.2022","236003, ОБЛ КАЛИНИНГРАДСКАЯ, Г КАЛИНИНГРАД, УЛ ТОЛБУХИНА, ДОМ 29,",236003,"ЗВЕРЕВ ВЛАДИМИР НИКОЛАЕВИЧ"
127,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОГРАД""","5010053995","texnogradt@bk.ru","79167439183","501001001","1175007016139","11.01.2019","11.01.2022","141980, ОБЛ МОСКОВСКАЯ, Г ДУБНА, УЛ САХАРОВА А.Д., ДОМ 4, ЭТАЖ 1 ПОМЕЩЕНИЕ I ОФИС 22",141980,"None"
128,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМПИР""","7806121973","skampir@bk.ru","78126586343","780601001","1027804176388","11.01.2019","11.01.2022","195112, Г САНКТ-ПЕТЕРБУРГ, ПР-КТ УТКИН, 13, 14, ЛИТ.А",195112,"КОРОВИН СЕРГЕЙ ПАВЛОВИЧ"
129,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС - ТЕХНИКА""","6454084838","cherakaev-w@yandex.ru","79272778957","645401001","1076454002052","11.01.2019","11.01.2022","410017, ОБЛ САРАТОВСКАЯ, Г САРАТОВ, УЛ ИМ ЧЕРНЫШЕВСКОГО Н.Г., 94, ""А"",",410017,"ЧЕРАКАЕВ ВАЛЕРИЙ ЮРЬЕВИЧ"
130,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИМКОМ""","0901040785","79094960856@ya.ru","78782200202","090101001","1020900511191","11.01.2019","11.01.2022","369000, РЕСП КАРАЧАЕВО-ЧЕРКЕССКАЯ, Г ЧЕРКЕССК, ПЕР ОДЕССКИЙ, 11 А,",369000,"МЕДВЕДЕВ ИГОРЬ НИКОЛАЕВИЧ"
131,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАЛ""","1513070654","igoroooreal@gmail.com","79284823262","151301001","1181513002660","11.01.2019","11.01.2022","362045, РЕСП СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, Г ВЛАДИКАВКАЗ, УЛ АСТАНА КЕСАЕВА, ДОМ 34А, ЭТАЖ 1",362045,"КЦОЕВА КРИСТИНА ХАЗБИЕВНА"
132,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УНИВЕРСАЛЬНЫЕ ТЕХНОЛОГИИ""","3906179240","unitehkd@gmail.com","74012333200","390601001","1073906027777","11.01.2019","11.01.2022","236010, ОБЛ КАЛИНИНГРАДСКАЯ, Г КАЛИНИНГРАД, УЛ БРУСНИЧНАЯ, 5-13,",236010,"ЭПШТЕЙН ВАЛЕРИЙ МИХАЙЛОВИЧ"
133,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИВСПЕЦПРОЕКТ""","2635237260","APX-26@yandex.ru","79624008201","263501001","1182651019430","11.01.2019","11.01.2022","355035, КРАЙ СТАВРОПОЛЬСКИЙ, Г СТАВРОПОЛЬ, УЛ 3 ПРОМЫШЛЕННАЯ, ДОМ 10 ""А"", КАБИНЕТ 211",355035,"ЕРМАКОВ ВЛАДИМИР НИКОЛАЕВИЧ"
134,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИТЕК""","3702727642","medi-tech@yandex.ru","0079158311245","370201001","1143702010264","11.01.2019","11.01.2022","153034, ОБЛ ИВАНОВСКАЯ, Г ИВАНОВО, УЛ ОГОРОДНАЯ, 33,",153034,"Филиппов Андрей Владимирович"
135,"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""СЕВЕРО-ЗАПАДНЫЙ ИНСТИТУТ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ""","3525162470","szidpo@gmail.com","79115014747","352501001","1063525030733","11.01.2019","11.01.2022","160034, ОБЛ ВОЛОГОДСКАЯ, Г ВОЛОГДА, УЛ НОВГОРОДСКАЯ, ДОМ 9В,",160034,"Клепиков Евгений Данилович"
136,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСТАВРАТОР""","1655271243","Nevis1973@gmail.com","79600488288","165501001","1131690040041","11.01.2019","11.01.2022","420049, РЕСП ТАТАРСТАН, Г КАЗАНЬ, УЛ СПАРТАКОВСКАЯ, ДОМ 2, ПОМЕЩЕНИЕ 281",420049,"ХАСАНОВ РУСТЕМ РИНАТОВИЧ"
137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЛАЙН""","9102031438","ooosplain@gmail.com","79788245724","910201001","1149102054331","11.01.2019","11.01.2022","295034, РЕСП КРЫМ, Г СИМФЕРОПОЛЬ, УЛ КИЕВСКАЯ, ДОМ 122, КВАРТИРА 23",295034,"ПОДДУБНЯК АЛЕКСЕЙ НИКОЛАЕВИЧ"
138,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИАМЕДТЕХНИКА""","8905065471","viamedteh@mail.ru","79220995192","890501001","1188901005226","11.01.2019","11.01.2022","629807, АО ЯМАЛО-НЕНЕЦКИЙ, Г НОЯБРЬСК, УЛ ЛЕНИНА, ДОМ 54А, КВАРТИРА 25",629807,"ЧУРАКОВА ОРЫСЯ ГЕОРГИЕВНА"
139,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНТЕХПРОЕКТ""","6141031676","dontehproekt@rambler.ru","78632276132","614101001","1086181001719","11.01.2019","11.01.2022","346880, ОБЛ РОСТОВСКАЯ, Г БАТАЙСК, УЛ ФРУНЗЕ, 89,",346880,"ЗАДОРОЖНИЙ ДЕНИС ВЛАДИМИРОВИЧ"
140,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Т.Ц.М-1""","9204006712","olga.mazova.1@mail.ru","79787971178","920401001","1149204012748","11.01.2019","11.01.2022","299029, Г СЕВАСТОПОЛЬ, ПР-КТ ГЕНЕРАЛА ОСТРЯКОВА, ДОМ 64, ПОМЕЩЕНИЕ 1",299029,"МАЗОВА ОЛЬГА ВЯЧЕСЛАВОВНА"
141,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭМЛАБ""","5036093343","2003oleg@mail.ru","79153420944","503601001","1085074010614","12.01.2019","12.01.2022","142100,  ОБЛ МОСКОВСКАЯ50,  Г ПОДОЛЬСК,  УЛ ТЕПЛИЧНАЯ,  10,  86",142100,"Кудрявцев Олег Борисович"
142,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНСАЛТИНГАУДИТ ""УРАЛЬСКИЙ СОЮЗ""","7716103289","uralsoyuz.ru@mail.ru","74952320204","770901001","1037700021765","12.01.2019","12.01.2022","109004,  Г МОСКВА77,  ПЕР ФАКЕЛЬНЫЙ Б.,  3,  145",109004,"РИЗВАНОВА МАРИНА ВИКТОРОВНА"
143,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ССВ""","5834040264","ooo.ssv@mail.ru","78412636447","583701001","1075834004674","12.01.2019","12.01.2022","440052,  ОБЛ ПЕНЗЕНСКАЯ58,  Г ПЕНЗА,  УЛ КРАСНАЯ ГОРКА,  ДОМ 36,  КВАРТИРА 45",440052,"СМИРНОВ СЕРГЕЙ ВАДИМОВИЧ"
144,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УНИВЕРСАЛЬНАЯ КОМПАНИЯ""","3904062398","unikom2018@mail.ru","79217100356","390601001","1043900849959","12.01.2019","12.01.2022","236029,  ОБЛ КАЛИНИНГРАДСКАЯ39,  Г КАЛИНИНГРАД,  УЛ ПОЛКОВНИКА ЕФРЕМОВА,  4,  48",236029,"ТИМОШЕНКО СВЕТЛАНА МИХАЙЛОВНА"
145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТЕФАКТ""","7326025155","979257@gmail.com","79510979257","732501001","1057326036294","12.01.2019","12.01.2022","432027,  ОБЛ УЛЬЯНОВСКАЯ73,  Г УЛЬЯНОВСК,  УЛ РАДИЩЕВА,  149,",432027,"НОВИКОВА МАРИЯ АЛЕКСЕЕВНА"
146,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР""","7720662410","center.food@yandex.ru","74950980250","772001001","1097746368114","12.01.2019","12.01.2022","111397,  Г МОСКВА77,  ПР-КТ ЗЕЛЁНЫЙ,  20,  ОФИС 809",111397,"КРАСНОВ СЕРГЕЙ НИКОЛАЕВИЧ"
147,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ИНЖЕНЕРНЫЕ СИСТЕМЫ""","1841027891","office@bvmz.ru","79128552203","184001001","1121841005714","12.01.2019","12.01.2022","426050,  РЕСП УДМУРТСКАЯ18,  Г ИЖЕВСК,  УЛ 9 ЯНВАРЯ,  ДОМ 261,  КОМНАТА 12",426050,"ПЕТУХОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ"
148,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОЧЕРКАССКАУДИТ-93""","6150030654","novochaudit@mail.ru","78636227305","615001001","1026102215226","12.01.2019","12.01.2022","346400,  ОБЛ РОСТОВСКАЯ61,  Г НОВОЧЕРКАССК,  УЛ МИХАЙЛОВСКАЯ,  164А,  1,  315",346400,"КРАВЧИК ЛЮДМИЛА ВИТАЛЬЕВНА"
149,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т-ПРОДЖЕКТ""","7840309774","labin@t-project.ru","79219388475","780501001","1047855170406","12.01.2019","12.01.2022","198216, Г САНКТ-ПЕТЕРБУРГ78, ПР-КТ ТРАМВАЙНЫЙ, 14, ОФИС 403",198216,"ЛАБИН СЕРГЕЙ МИХАЙЛОВИЧ"
150,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУББСТРОЙКОМПАНИ""","4632168799","subbstroikompani@yandex.ru","74712770217","463201001","1124632012560","12.01.2019","12.01.2022","305040,  ОБЛ КУРСКАЯ46,  Г КУРСК,  УЛ 50 ЛЕТ ОКТЯБРЯ,  122,  ЛИТЕР Б 1,  ОФИС 1",305040,"СУББОТА ВИТАЛИЙ НИКОЛАЕВИЧ"
151,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКС""","5610157587","tender@ckcoren.ru","79022485006","560901001","1135658036656","12.01.2019","12.01.2022","460019,  ОБЛ ОРЕНБУРГСКАЯ56,  Г ОРЕНБУРГ,  УЛ ГРАЖДАНСКАЯ (ПОСЕЛОК КУШКУЛЬ МКР.),  ДОМ 26,  КВАРТИРА 1",460019,"СУХОВ СЕРГЕЙ ВЛАДИМИРОВИЧ"
152,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""К-СИСТЕМ""","1659168110","info.k-system@mail.ru","79063297696","165901001","1161690065415","12.01.2019","12.01.2022","420066,  РЕСП ТАТАРСТАН16,  Г КАЗАНЬ,  УЛ СКЛАДСКАЯ,  ДОМ 4,  ЛИТЕРА Г,  ПОМЕЩЕНИЕ 4-4",420066,"ХАСБИУЛЛИН ЛЕНАР ХАМИДОВИЧ"
153,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕНИЕ ""РОСБИЗНЕСТУР""","7802109132","marketing@rb-tourism.ru","78123351313","780401001","1027801566451","12.01.2019","12.01.2022","195009,  Г САНКТ-ПЕТЕРБУРГ78,  УЛ КОМСОМОЛА,  41,  ЛИТ. А,  ПОМ. 6-Н ОФИС 210",195009,"СМИРНОВ ЕВГЕНИЙ НИКОЛАЕВИЧ"
154,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИА ""КОНСУЛЬТАНТ""","3666178024","veda@consultant.vrn.ru","74732226622","366601001","1123668017428","12.01.2019","12.01.2022","394018,  ОБЛ ВОРОНЕЖСКАЯ36,  Г ВОРОНЕЖ,  УЛ ПЛЕХАНОВСКАЯ,  2,  ОФИС 2",394018,"ТКАЧЕНКО ЕВГЕНИЙ АЛЕКСЕЕВИЧ"
155,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИН-ВИН ГРУПП""","7751008239","tender@winandwin.ru","74951772571","775101001","1157746676163","12.01.2019","12.01.2022","108811,  Г МОСКВА77,  КМ КИЕВСКОЕ ШОССЕ 22-Й (П МОСКОВСКИЙ),  ДОМОВЛ 4,  СТРОЕНИЕ 1,  БЛОК Б ОФ 412Б",108811,"УЖЕНКОВ АЛЕКСАНДР НИКОЛАЕВИЧ"
156,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""АЛЬТЕРНАТИВА""","5614030180","bolkarey@rambler.ru","79619405322","561401001","1075614000725","12.01.2019","12.01.2022","462420,  ОБЛ ОРЕНБУРГСКАЯ56,  Г ОРСК,  УЛ ЛЕНИНСКОГО КОМСОМОЛА,  ДОМ 43,  ОФИС 409",462420,"ШАПИРО АЛЕКСАНДР МАНУИЛОВИЧ"
157,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОКСЕЛ""","2901146249","mail@420222.ru","78182420222","290101001","1062901037572","12.01.2019","12.01.2022","163000,  ОБЛ АРХАНГЕЛЬСКАЯ29,  Г АРХАНГЕЛЬСК,  ПР-КТ ОБВОДНЫЙ КАНАЛ,  ДОМ 14,",163000,"ПОПОВ НИКОЛАЙ ВЛАДИМИРОВИЧ"
158,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРНАЯ МЕБЕЛЬ""","5408303240","lab-mebel@ngs.ru","79138978250","540501001","1135476118084","12.01.2019","12.01.2022","630083,  ОБЛ НОВОСИБИРСКАЯ54,  Г НОВОСИБИРСК,  УЛ БОЛЬШЕВИСТСКАЯ,  ДОМ 177,  ЦЕХ 15",630083,"ЕВДОКИМОВ АЛЕКСАНДР СЕРГЕЕВИЧ"
159,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАНИМПЭКС""","7722693773","mail@panimpex.ru","79689487527","772201001","1097746504580","12.01.2019","12.01.2022","109052,  Г МОСКВА77,  УЛ НИЖЕГОРОДСКАЯ,  ДОМ 70,  КОРПУС 2,  ЭТАЖ/ПОМЕЩЕНИЕ/ОФИС 1/4/6",109052,"СТАРОГОРОДСКИЙ СЕРГЕЙ ВИТАЛЬЕВИЧ"
160,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР СОВРЕМЕННОГО ПРОТЕЗИРОВАНИЯ - СЕВЕР""","4345344063","titkova43@yandex.ru","79123710614","434501001","1124345026772","12.01.2019","12.01.2022","610044,  ОБЛ КИРОВСКАЯ43,  Г КИРОВ,  УЛ ЛЕПСЕ,  ДОМ 51А,  ПОМЕЩЕНИЕ 1001",610044,"ТИТКОВА НАТАЛЬЯ ВИКТОРОВНА"
161,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""ИЗДАТЕЛЬСКИЙ ДОМ ""СОВЕТСКАЯ СИБИРЬ""","5403179470","egorova@sovsibir.ru","73833144248","540401001","1055403093283","12.01.2019","12.01.2022","630048,  ОБЛ НОВОСИБИРСКАЯ54,  Г НОВОСИБИРСК,  УЛ РИМСКОГО-КОРСАКОВА,  ДОМ 22,  ЭТАЖ 3",630048,"ШРЕЙТЕР НАТАЛЬЯ ВЛАДИМИРОВНА"
162,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУВАК""","4015004478","ruwac@ruwac.ru","74956615991","771501001","1074001001140","12.01.2019","12.01.2022","127273,  Г МОСКВА77,  ПРОЕЗД НОВОВЛАДЫКИНСКИЙ,  8,  5,",127273,"АБАКАРОВ ЭМРАН ГАДЖИАБАКАРОВИЧ"
163,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАРТ-2002""","7713319829","vveya@yandex.ru","79166294194","771301001","1037739384231","12.01.2019","12.01.2022","127474,  Г МОСКВА77,  УЛ ДУБНИНСКАЯ,  13,",127474,"ВАСИЛЬЕВ ВЯЧЕСЛАВ ЕВГЕНЬЕВИЧ"
164,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАСЕРВИС""","2455014226","aqua.min@mail.ru","73913226607","245501001","1022401538741","12.01.2019","12.01.2022","662600,  КРАЙ КРАСНОЯРСКИЙ24,  Г МИНУСИНСК,  УЛ АБАКАНСКАЯ,  55,  1",662600,"ЧЕРНЫШЕВ АНДРЕЙ АЛЕКСАНДРОВИЧ"
165,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНО-КАДАСТРОВЫЙ ЦЕНТР""","2626033422","ikc26@yandex.ru","78793462129","262601001","1052600111850","12.01.2019","12.01.2022","357600,  КРАЙ СТАВРОПОЛЬСКИЙ26,  Г ЕССЕНТУКИ,  УЛ ВОКЗАЛЬНАЯ,  16,",357600,"ЩЕБЕТУНОВ ЮРИЙ НИКОЛАЕВИЧ"
166,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕДТЕХФАРМ","0276074793","medtf@ufacom.ru","73472536122","027601001","1030204210486","12.01.2019","12.01.2022","450104,  РЕСП БАШКОРТОСТАН02,  Г УФА,  УЛ ЗЕЛЕНОГОРСКАЯ,  13,  ВПП,  11-16",450104,"ГАЙСИН АЙДАР ФАИЛОВИЧ"
167,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЗАЙН-ПРОЕКТ""","5611052668","dizain-proekt@mail.ru","73532723061","561101001","1075658014827","12.01.2019","12.01.2022","460009,  ОБЛ ОРЕНБУРГСКАЯ56,  Г ОРЕНБУРГ,  УЛ ЗАПАДНАЯ,  1,  9",460009,"КОТОВЩИКОВ ОЛЕГ АЛЕКСАНДРОВИЧ"
168,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-ТЕХНОЛОГИИ""","2130052010","ee@garant21.com","78352755855","213001001","1082130019003","12.01.2019","12.01.2022","428018,  - ЧУВАШСКАЯ РЕСПУБЛИКА -21,  Г ЧЕБОКСАРЫ,  ПР-КТ МОСКОВСКИЙ,  ДОМ 17,  СТРОЕНИЕ 1,  ПОМЕЩЕНИЕ 6",428018,"ШИПАТОВ АНДРЕЙ ЮВИНАЛЬЕВИЧ"
169,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРЭКСПЕРТИЗА""","7715007039","inform@interexpertiza.ru","74957771270","772601001","1027739385332","12.01.2019","12.01.2022","117105,  Г МОСКВА77,  НАБ НОВОДАНИЛОВСКАЯ,  ДОМ 4А,  ПОМЕЩЕНИЕ II ЭТАЖ 6 КОМН 22Б",117105,"МУРТАЗАЛИЕВ МАГОМЕДРАСУЛ МАГОМЕДОВИЧ"
170,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЯК""","0272010541","al.shestakov@inbox.ru","79197755328","502401001","1020202360727","12.01.2019","12.01.2022","143405,  ОБЛ МОСКОВСКАЯ50,  Г КРАСНОГОРСК,  УЛ ВОКЗАЛЬНАЯ,  ДОМ 17А,  КВАРТИРА 217",143405,"ШЕСТАКОВ АЛЕКСАНДР ЮРЬЕВИЧ"
171,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОКОМПЛЕКТ""","7811527601","ekp@petro-komplekt.ru","78126772102","781101001","1127847403331","12.01.2019","12.01.2022","192029,  Г САНКТ-ПЕТЕРБУРГ78,  ПР-КТ ОБУХОВСКОЙ ОБОРОНЫ,  38,  ЛИТЕР Б,  ПОМ. 42, 44",192029,"МАКАРОВ ЛЕОНИД СЕРГЕЕВИЧ"
172,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙОТРЯД""","6454121663","ofiserik@mail.ru","79626162307","645201001","1126454002234","12.01.2019","12.01.2022","410003,  ОБЛ САРАТОВСКАЯ64,  Г САРАТОВ,  УЛ СИМБИРСКАЯ,  116 А,",410003,"МАРУКЯН ЭРИК ВАРАЗДАТОВИЧ"
173,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ФАЭТОН""","5239010840","percevaa@yandex.ru","79027836051","523901001","1125235000967","12.01.2019","12.01.2022","606910,  ОБЛ НИЖЕГОРОДСКАЯ52,  Г ШАХУНЬЯ,  УЛ ВОСТОЧНАЯ,  65,  3",606910,"ПЕРЦЕВ АНДРЕЙ АЛЕКСАНДРОВИЧ"
174,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЬБРУС""","7202228177","89220002400@mail.ru","79220002400","720301001","1127232012346","12.01.2019","12.01.2022","625046,  ОБЛ ТЮМЕНСКАЯ72,  Г ТЮМЕНЬ,  УЛ ШИРОТНАЯ,  ДОМ 159,  КВАРТИРА 1",625046,"ПОМИНОВ АЛЕКСЕЙ СЕРГЕЕВИЧ"
175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ""ВИАДУК""","5837051592","skviaduk@mail.ru","78412369513","583701001","1125837002466","12.01.2019","12.01.2022","440052,  ОБЛ ПЕНЗЕНСКАЯ58,  Г ПЕНЗА,  УЛ БАУМАНА,  30,  ЛИТЕРА М1,",440052,"ЕФРЕМОВ СЕРГЕЙ ВАСИЛЬЕВИЧ"
